year,month,day,births,gender
-1.491862329,-0.439457935,0.669355022,-0.167987166,F
-1.491862329,-0.439457935,0.669355022,-0.16777702,M
-1.491862329,-0.439457935,0.734784945,-0.171069311,F
-1.491862329,-0.439457935,0.734784945,-0.155868734,M
-1.491862329,-0.439457935,0.800214869,-0.185989693,F
-1.491862329,-0.439457935,0.800214869,-0.1772336,M
-1.491862329,-0.439457935,0.865644792,-0.197897979,F
-1.491862329,-0.439457935,0.865644792,-0.183327841,M
-1.491862329,-0.439457935,5.314879589,-0.340026878,F
-1.491862329,-0.439457935,5.314879589,-0.340096926,M
-1.491862329,-0.149562631,-1.097252912,-0.195726468,F
-1.491862329,-0.149562631,-1.097252912,-0.192994567,M
-1.491862329,-0.149562631,-1.031822988,-0.176042772,F
-1.491862329,-0.149562631,-1.031822988,-0.162383267,M
-1.491862329,-0.149562631,-0.966393065,-0.161682779,F
-1.491862329,-0.149562631,-0.966393065,-0.166376045,M
-1.491862329,-0.149562631,-0.900963142,-0.17555243,F
-1.491862329,-0.149562631,-0.900963142,-0.163714193,M
-1.491862329,-0.149562631,-0.835533218,-0.17779399,F
-1.491862329,-0.149562631,-0.835533218,-0.170228726,M
-1.491862329,-0.149562631,-0.770103295,-0.171559652,F
-1.491862329,-0.149562631,-0.770103295,-0.161822877,M
-1.491862329,-0.149562631,-0.704673371,-0.189842374,F
-1.491862329,-0.149562631,-0.704673371,-0.185289206,M
-1.491862329,-0.149562631,-0.639243448,-0.203291732,F
-1.491862329,-0.149562631,-0.639243448,-0.192434177,M
-1.491862329,-0.149562631,-0.573813524,-0.172890578,F
-1.491862329,-0.149562631,-0.573813524,-0.169878482,M
-1.491862329,-0.149562631,-0.508383601,-0.169598287,F
-1.491862329,-0.149562631,-0.508383601,-0.152786589,M
-1.491862329,-0.149562631,-0.442953677,-0.175202187,F
-1.491862329,-0.149562631,-0.442953677,-0.160141707,M
-1.491862329,-0.149562631,-0.377523754,-0.167496825,F
-1.491862329,-0.149562631,-0.377523754,-0.158390489,M
-1.491862329,-0.149562631,-0.31209383,-0.174781894,F
-1.491862329,-0.149562631,-0.31209383,-0.163994388,M
-1.491862329,-0.149562631,-0.246663907,-0.189281984,F
-1.491862329,-0.149562631,-0.246663907,-0.182137012,M
-1.491862329,-0.149562631,-0.181233983,-0.200209588,F
-1.491862329,-0.149562631,-0.181233983,-0.189352033,M
-1.491862329,-0.149562631,-0.11580406,-0.179825404,F
-1.491862329,-0.149562631,-0.11580406,-0.162733511,M
-1.491862329,-0.149562631,-0.050374136,-0.161542682,F
-1.491862329,-0.149562631,-0.050374136,-0.161752828,M
-1.491862329,-0.149562631,0.015055787,-0.171559652,F
-1.491862329,-0.149562631,0.015055787,-0.154327661,M
-1.491862329,-0.149562631,0.080485711,-0.179755355,F
-1.491862329,-0.149562631,0.080485711,-0.162383267,M
-1.491862329,-0.149562631,0.145915634,-0.162523364,F
-1.491862329,-0.149562631,0.145915634,-0.156218977,M
-1.491862329,-0.149562631,0.211345558,-0.190332715,F
-1.491862329,-0.149562631,0.211345558,-0.177093503,M
-1.491862329,-0.149562631,0.276775481,-0.197057394,F
-1.491862329,-0.149562631,0.276775481,-0.185149108,M
-1.491862329,-0.149562631,0.342205405,-0.172330188,F
-1.491862329,-0.149562631,0.342205405,-0.165465412,M
-1.491862329,-0.149562631,0.407635328,-0.160491951,F
-1.491862329,-0.149562631,0.407635328,-0.151245517,M
-1.491862329,-0.149562631,0.473065251,-0.159931561,F
-1.491862329,-0.149562631,0.473065251,-0.157339757,M
-1.491862329,-0.149562631,0.538495175,-0.166235948,F
-1.491862329,-0.149562631,0.538495175,-0.155308344,M
-1.491862329,-0.149562631,0.603925098,-0.156709319,F
-1.491862329,-0.149562631,0.603925098,-0.149704444,M
-1.491862329,-0.149562631,0.669355022,-0.180455842,F
-1.491862329,-0.149562631,0.669355022,-0.16833741,M
-1.491862329,-0.149562631,0.734784945,-0.192644324,F
-1.491862329,-0.149562631,0.734784945,-0.182977597,M
-1.491862329,-0.149562631,0.800214869,-0.157690001,F
-1.491862329,-0.149562631,0.800214869,-0.155308344,M
-1.491862329,-0.149562631,0.865644792,-0.341217706,F
-1.491862329,-0.149562631,0.865644792,-0.340517219,M
-1.491862329,-0.149562631,5.314879589,-0.340026878,F
-1.491862329,-0.149562631,5.314879589,-0.340237024,M
-1.491862329,0.140332672,-1.097252912,-0.153557125,F
-1.491862329,0.140332672,-1.097252912,-0.139897621,M
-1.491862329,0.140332672,-1.031822988,-0.15832044,F
-1.491862329,0.140332672,-1.031822988,-0.148723762,M
-1.491862329,0.140332672,-0.966393065,-0.165745606,F
-1.491862329,0.140332672,-0.966393065,-0.148163372,M
-1.491862329,0.140332672,-0.900963142,-0.184168426,F
-1.491862329,0.140332672,-0.900963142,-0.178564526,M
-1.491862329,0.140332672,-0.835533218,-0.184588718,F
-1.491862329,0.140332672,-0.835533218,-0.175342284,M
-1.491862329,0.140332672,-0.770103295,-0.193204714,F
-1.491862329,0.140332672,-0.770103295,-0.180315745,M
-1.491862329,0.140332672,-0.704673371,-0.161962974,F
-1.491862329,0.140332672,-0.704673371,-0.149424249,M
-1.491862329,0.140332672,-0.639243448,-0.156919465,F
-1.491862329,0.140332672,-0.639243448,-0.14718269,M
-1.491862329,0.140332672,-0.573813524,-0.162173121,F
-1.491862329,0.140332672,-0.573813524,-0.151245517,M
-1.491862329,0.140332672,-0.508383601,-0.160982292,F
-1.491862329,0.140332672,-0.508383601,-0.152926687,M
-1.491862329,0.140332672,-0.442953677,-0.15944122,F
-1.491862329,0.140332672,-0.442953677,-0.150124737,M
-1.491862329,0.140332672,-0.377523754,-0.180946184,F
-1.491862329,0.140332672,-0.377523754,-0.17113936,M
-1.491862329,0.140332672,-0.31209383,-0.185919644,F
-1.491862329,0.140332672,-0.31209383,-0.183467938,M
-1.491862329,0.140332672,-0.246663907,-0.174921992,F
-1.491862329,0.140332672,-0.246663907,-0.150194786,M
-1.491862329,0.140332672,-0.181233983,-0.149774493,F
-1.491862329,0.140332672,-0.181233983,-0.138426597,M
-1.491862329,0.140332672,-0.11580406,-0.163784242,F
-1.491862329,0.140332672,-0.11580406,-0.145361422,M
-1.491862329,0.140332672,-0.050374136,-0.16000161,F
-1.491862329,0.140332672,-0.050374136,-0.150194786,M
-1.491862329,0.140332672,0.015055787,-0.15832044,F
-1.491862329,0.140332672,0.015055787,-0.153136833,M
-1.491862329,0.140332672,0.080485711,-0.172470286,F
-1.491862329,0.140332672,0.080485711,-0.172540334,M
-1.491862329,0.140332672,0.145915634,-0.19061291,F
-1.491862329,0.140332672,0.145915634,-0.180105599,M
-1.491862329,0.140332672,0.211345558,-0.167356728,F
-1.491862329,0.140332672,0.211345558,-0.159371171,M
-1.491862329,0.140332672,0.276775481,-0.152506394,F
-1.491862329,0.140332672,0.276775481,-0.144660935,M
-1.491862329,0.140332672,0.342205405,-0.163574095,F
-1.491862329,0.140332672,0.342205405,-0.153627174,M
-1.491862329,0.140332672,0.407635328,-0.162453316,F
-1.491862329,0.140332672,0.407635328,-0.15607888,M
-1.491862329,0.140332672,0.473065251,-0.162383267,F
-1.491862329,0.140332672,0.473065251,-0.147112641,M
-1.491862329,0.140332672,0.538495175,-0.17611282,F
-1.491862329,0.140332672,0.538495175,-0.16497507,M
-1.491862329,0.140332672,0.603925098,-0.179895452,F
-1.491862329,0.140332672,0.603925098,-0.174431651,M
-1.491862329,0.140332672,0.669355022,-0.167146581,F
-1.491862329,0.140332672,0.669355022,-0.147252738,M
-1.491862329,0.140332672,0.734784945,-0.15159576,F
-1.491862329,0.140332672,0.734784945,-0.143400058,M
-1.491862329,0.140332672,0.800214869,-0.160071658,F
-1.491862329,0.140332672,0.800214869,-0.151315566,M
-1.491862329,0.140332672,0.865644792,-0.164134485,F
-1.491862329,0.140332672,0.865644792,-0.157339757,M
-1.491862329,0.140332672,5.314879589,-0.341077609,F
-1.491862329,0.140332672,5.314879589,-0.340377121,M
-1.491862329,0.430227976,-1.097252912,-0.162873608,F
-1.491862329,0.430227976,-1.097252912,-0.145151276,M
-1.491862329,0.430227976,-1.031822988,-0.171279457,F
-1.491862329,0.430227976,-1.031822988,-0.162943657,M
-1.491862329,0.430227976,-0.966393065,-0.185569401,F
-1.491862329,0.430227976,-0.966393065,-0.180175647,M
-1.491862329,0.430227976,-0.900963142,-0.162663462,F
-1.491862329,0.430227976,-0.900963142,-0.155168246,M
-1.491862329,0.430227976,-0.835533218,-0.15215615,F
-1.491862329,0.430227976,-0.835533218,-0.148373518,M
-1.491862329,0.430227976,-0.770103295,-0.158670683,F
-1.491862329,0.430227976,-0.770103295,-0.145081227,M
-1.491862329,0.430227976,-0.704673371,-0.164484729,F
-1.491862329,0.430227976,-0.704673371,-0.155728636,M
-1.491862329,0.430227976,-0.639243448,-0.153627174,F
-1.491862329,0.430227976,-0.639243448,-0.13436377,M
-1.491862329,0.430227976,-0.573813524,-0.167917117,F
-1.491862329,0.430227976,-0.573813524,-0.162453316,M
-1.491862329,0.430227976,-0.508383601,-0.188021107,F
-1.491862329,0.430227976,-0.508383601,-0.176883357,M
-1.491862329,0.430227976,-0.442953677,-0.162593413,F
-1.491862329,0.430227976,-0.442953677,-0.146272056,M
-1.491862329,0.430227976,-0.377523754,-0.147813128,F
-1.491862329,0.430227976,-0.377523754,-0.145921812,M
-1.491862329,0.430227976,-0.31209383,-0.15944122,F
-1.491862329,0.430227976,-0.31209383,-0.14606191,M
-1.491862329,0.430227976,-0.246663907,-0.15663927,F
-1.491862329,0.430227976,-0.246663907,-0.151525712,M
